Harga,Kategori,Lokasi,Rating,Skala,Tema,Angka tersewa,Nama event organizer
1000000,Corporate Gathering,Denpasar,2.4,Sedang (51-300 orang),Innovation,38,Event Organizer Z
1200000,Party,Yogyakarta,2.1,Sedang (51-300 orang),Music,84,Event Organizer W
350000,Competition,Denpasar,1.6,Kecil (10-50 orang),Sportsmanship,22,Event Organizer C
350000,Competition,Palembang,3.3,Kecil (10-50 orang),Achievement,24,Event Organizer AB
350000,Competition,Balikpapan,3.2,Kecil (10-50 orang),Excellence,59,Event Organizer AH
600000,Party,Denpasar,4.1,Kecil (10-50 orang),Celebration,77,Event Organizer F
1050000,Competition,Bandung,2.8,Besar (300+ orang),Performance,29,Event Organizer AA
250000,Seminar/Webinar,Semarang,2.4,Kecil (10-50 orang),Innovation,11,Event Organizer AH
300000,Sport Event,Semarang,1.3,Kecil (10-50 orang),Competition,5,Event Organizer L
1600000,Festival,Bandung,2.6,Sedang (51-300 orang),Culture,56,Event Organizer AI
1800000,Party,Medan,5.0,Besar (300+ orang),Themed,6,Event Organizer AD
200000,Charity,Denpasar,4.1,Kecil (10-50 orang),Volunteering,87,Event Organizer M
750000,Seminar/Webinar,Palembang,2.1,Besar (300+ orang),Educational,44,Event Organizer W
600000,Charity,Medan,4.5,Besar (300+ orang),Awareness,42,Event Organizer N
2400000,Wedding,Balikpapan,2.5,Sedang (51-300 orang),Traditional,31,Event Organizer AF
1050000,Competition,Medan,3.0,Besar (300+ orang),Victory,42,Event Organizer D
800000,Team Building,Semarang,3.8,Sedang (51-300 orang),Collaboration,74,Event Organizer I
500000,Seminar/Webinar,Denpasar,3.9,Sedang (51-300 orang),Growth,29,Event Organizer B
350000,Competition,Balikpapan,3.9,Kecil (10-50 orang),Excellence,64,Event Organizer N
1200000,Team Building,Yogyakarta,3.6,Besar (300+ orang),Strategy,3,Event Organizer AL
600000,Sport Event,Yogyakarta,1.8,Sedang (51-300 orang),Adventure,56,Event Organizer P
1800000,Party,Yogyakarta,3.8,Besar (300+ orang),Dance,32,Event Organizer I
400000,Team Building,Makassar,3.7,Kecil (10-50 orang),Communication,90,Event Organizer AN
1800000,Party,Makassar,1.6,Besar (300+ orang),Dance,85,Event Organizer AJ
500000,Corporate Gathering,Medan,3.3,Kecil (10-50 orang),Networking,78,Event Organizer AB
1050000,Competition,Jakarta,3.1,Besar (300+ orang),Victory,40,Event Organizer AM
750000,Seminar/Webinar,Palembang,1.2,Besar (300+ orang),Professional,29,Event Organizer J
600000,Party,Surabaya,2.8,Kecil (10-50 orang),Celebration,7,Event Organizer X
300000,Sport Event,Balikpapan,2.4,Kecil (10-50 orang),Health,82,Event Organizer AC
400000,Charity,Denpasar,2.9,Sedang (51-300 orang),Awareness,46,Event Organizer N
300000,Sport Event,Semarang,3.8,Kecil (10-50 orang),Endurance,51,Event Organizer H
500000,Seminar/Webinar,Yogyakarta,3.1,Sedang (51-300 orang),Growth,60,Event Organizer AK
1000000,Corporate Gathering,Denpasar,4.6,Sedang (51-300 orang),Collaboration,5,Event Organizer Y
700000,Competition,Jakarta,2.7,Sedang (51-300 orang),Sportsmanship,4,Event Organizer Q
200000,Charity,Jakarta,4.7,Kecil (10-50 orang),Giving,47,Event Organizer B
1000000,Corporate Gathering,Denpasar,4.9,Sedang (51-300 orang),Networking,32,Event Organizer AC
1000000,Corporate Gathering,Medan,3.3,Sedang (51-300 orang),Professionalism,68,Event Organizer L
900000,Sport Event,Palembang,2.2,Besar (300+ orang),Competition,98,Event Organizer T
800000,Team Building,Balikpapan,3.1,Sedang (51-300 orang),Teamwork,45,Event Organizer N
800000,Festival,Medan,4.5,Kecil (10-50 orang),Food,67,Event Organizer AN
350000,Competition,Semarang,2.1,Kecil (10-50 orang),Performance,11,Event Organizer X
350000,Competition,Semarang,1.3,Kecil (10-50 orang),Achievement,89,Event Organizer O
400000,Team Building,Jakarta,3.2,Kecil (10-50 orang),Trust,5,Event Organizer E
500000,Seminar/Webinar,Semarang,1.9,Sedang (51-300 orang),Skill Development,43,Event Organizer L
1200000,Team Building,Surabaya,2.4,Besar (300+ orang),Collaboration,18,Event Organizer AF
900000,Sport Event,Bandung,1.8,Besar (300+ orang),Teamwork,89,Event Organizer M
1200000,Wedding,Jakarta,3.8,Kecil (10-50 orang),Elegant,20,Event Organizer N
3600000,Wedding,Semarang,2.2,Besar (300+ orang),Romantic,44,Event Organizer N
2400000,Festival,Makassar,3.6,Besar (300+ orang),Culture,71,Event Organizer D
600000,Charity,Makassar,4.3,Besar (300+ orang),Support,78,Event Organizer Z
900000,Sport Event,Denpasar,1.3,Besar (300+ orang),Health,14,Event Organizer V
400000,Charity,Denpasar,2.7,Sedang (51-300 orang),Support,80,Event Organizer AD
750000,Seminar/Webinar,Semarang,3.6,Besar (300+ orang),Educational,29,Event Organizer D
1200000,Party,Medan,2.1,Sedang (51-300 orang),Music,25,Event Organizer H
1200000,Team Building,Semarang,1.1,Besar (300+ orang),Trust,81,Event Organizer N
1800000,Party,Balikpapan,2.7,Besar (300+ orang),Fun,40,Event Organizer O
400000,Charity,Yogyakarta,2.6,Sedang (51-300 orang),Support,5,Event Organizer AE
500000,Corporate Gathering,Yogyakarta,3.1,Kecil (10-50 orang),Innovation,32,Event Organizer N
800000,Team Building,Balikpapan,4.6,Sedang (51-300 orang),Engagement,71,Event Organizer AH
1200000,Party,Palembang,2.4,Sedang (51-300 orang),Fun,26,Event Organizer AB
1500000,Corporate Gathering,Balikpapan,4.8,Besar (300+ orang),Strategy,6,Event Organizer D
400000,Team Building,Semarang,1.8,Kecil (10-50 orang),Engagement,69,Event Organizer S
3600000,Wedding,Makassar,1.8,Besar (300+ orang),Traditional,95,Event Organizer AH
1000000,Corporate Gathering,Palembang,2.7,Sedang (51-300 orang),Strategy,59,Event Organizer I
1050000,Competition,Balikpapan,3.9,Besar (300+ orang),Achievement,51,Event Organizer AC
3600000,Wedding,Makassar,2.2,Besar (300+ orang),Romantic,53,Event Organizer L
1200000,Wedding,Palembang,3.8,Kecil (10-50 orang),Classic,87,Event Organizer AD
1050000,Competition,Makassar,2.2,Besar (300+ orang),Talent,94,Event Organizer H
1800000,Party,Semarang,4.5,Besar (300+ orang),Fun,44,Event Organizer AL
3600000,Wedding,Semarang,2.9,Besar (300+ orang),Elegant,57,Event Organizer M
800000,Team Building,Balikpapan,4.6,Sedang (51-300 orang),Trust,4,Event Organizer AF
2400000,Wedding,Palembang,1.0,Sedang (51-300 orang),Intimate,52,Event Organizer H
3600000,Wedding,Balikpapan,1.1,Besar (300+ orang),Traditional,37,Event Organizer C
600000,Sport Event,Medan,4.3,Sedang (51-300 orang),Adventure,28,Event Organizer V
600000,Sport Event,Medan,3.5,Sedang (51-300 orang),Adventure,46,Event Organizer U
1600000,Festival,Medan,4.8,Sedang (51-300 orang),Community,17,Event Organizer F
600000,Sport Event,Makassar,2.3,Sedang (51-300 orang),Fitness,82,Event Organizer E
250000,Seminar/Webinar,Balikpapan,3.4,Kecil (10-50 orang),Educational,89,Event Organizer AF
500000,Corporate Gathering,Makassar,3.9,Kecil (10-50 orang),Team Building,30,Event Organizer T
1500000,Corporate Gathering,Yogyakarta,4.5,Besar (300+ orang),Professionalism,10,Event Organizer H
2400000,Festival,Palembang,1.1,Besar (300+ orang),Music,55,Event Organizer G
2400000,Wedding,Denpasar,1.4,Sedang (51-300 orang),Intimate,81,Event Organizer K
1800000,Party,Medan,4.1,Besar (300+ orang),Themed,92,Event Organizer J
400000,Charity,Balikpapan,2.6,Sedang (51-300 orang),Helping,53,Event Organizer AC
1200000,Team Building,Medan,4.9,Besar (300+ orang),Strategy,22,Event Organizer Q
1600000,Festival,Palembang,4.2,Sedang (51-300 orang),Culture,69,Event Organizer S
1200000,Team Building,Balikpapan,4.4,Besar (300+ orang),Collaboration,32,Event Organizer AI
1200000,Team Building,Yogyakarta,3.4,Besar (300+ orang),Strategy,73,Event Organizer AD
600000,Party,Balikpapan,3.0,Kecil (10-50 orang),Social,86,Event Organizer G
2400000,Festival,Surabaya,2.5,Besar (300+ orang),Celebration,77,Event Organizer Y
700000,Competition,Makassar,4.8,Sedang (51-300 orang),Sportsmanship,50,Event Organizer E
1050000,Competition,Palembang,1.7,Besar (300+ orang),Sportsmanship,77,Event Organizer AH
1600000,Festival,Balikpapan,4.5,Sedang (51-300 orang),Arts,23,Event Organizer AH
600000,Charity,Palembang,2.8,Besar (300+ orang),Awareness,62,Event Organizer K
700000,Competition,Denpasar,3.5,Sedang (51-300 orang),Challenge,74,Event Organizer AE
600000,Sport Event,Balikpapan,4.6,Sedang (51-300 orang),Teamwork,41,Event Organizer AG
400000,Charity,Palembang,1.9,Sedang (51-300 orang),Helping,1,Event Organizer Z
1000000,Corporate Gathering,Palembang,2.9,Sedang (51-300 orang),Leadership,46,Event Organizer G
1050000,Competition,Medan,2.2,Besar (300+ orang),Victory,62,Event Organizer AN
200000,Charity,Yogyakarta,2.0,Kecil (10-50 orang),Volunteering,57,Event Organizer J
1050000,Competition,Surabaya,1.3,Besar (300+ orang),Talent,48,Event Organizer D
400000,Team Building,Semarang,3.1,Kecil (10-50 orang),Teamwork,89,Event Organizer N
1050000,Competition,Semarang,3.3,Besar (300+ orang),Performance,74,Event Organizer AI
1200000,Team Building,Surabaya,2.5,Besar (300+ orang),Teamwork,89,Event Organizer V
400000,Team Building,Palembang,3.9,Kecil (10-50 orang),Engagement,41,Event Organizer AM
350000,Competition,Balikpapan,1.0,Kecil (10-50 orang),Challenge,26,Event Organizer Y
1050000,Competition,Jakarta,1.8,Besar (300+ orang),Challenge,100,Event Organizer M
400000,Charity,Bandung,2.7,Sedang (51-300 orang),Awareness,90,Event Organizer U
750000,Seminar/Webinar,Palembang,2.4,Besar (300+ orang),Skill Development,62,Event Organizer X
400000,Team Building,Makassar,1.0,Kecil (10-50 orang),Engagement,48,Event Organizer V
2400000,Festival,Jakarta,2.1,Besar (300+ orang),Music,50,Event Organizer I
400000,Charity,Jakarta,2.9,Sedang (51-300 orang),Volunteering,83,Event Organizer AH
400000,Team Building,Medan,4.8,Kecil (10-50 orang),Strategy,24,Event Organizer W
1200000,Team Building,Palembang,2.8,Besar (300+ orang),Communication,13,Event Organizer C
700000,Competition,Semarang,4.3,Sedang (51-300 orang),Achievement,34,Event Organizer P
1500000,Corporate Gathering,Makassar,3.0,Besar (300+ orang),Networking,59,Event Organizer R
350000,Competition,Jakarta,2.7,Kecil (10-50 orang),Talent,6,Event Organizer C
1600000,Festival,Bandung,4.0,Sedang (51-300 orang),Arts,80,Event Organizer U
1200000,Wedding,Palembang,1.6,Kecil (10-50 orang),Intimate,67,Event Organizer AD
1500000,Corporate Gathering,Makassar,1.1,Besar (300+ orang),Collaboration,70,Event Organizer AA
1050000,Competition,Makassar,4.8,Besar (300+ orang),Talent,55,Event Organizer C
600000,Sport Event,Bandung,1.1,Sedang (51-300 orang),Fitness,66,Event Organizer H
900000,Sport Event,Palembang,2.8,Besar (300+ orang),Fitness,36,Event Organizer AI
400000,Charity,Balikpapan,1.0,Sedang (51-300 orang),Community,71,Event Organizer W
200000,Charity,Semarang,3.9,Kecil (10-50 orang),Volunteering,74,Event Organizer AG
400000,Charity,Semarang,3.3,Sedang (51-300 orang),Support,93,Event Organizer AH
1000000,Corporate Gathering,Denpasar,2.8,Sedang (51-300 orang),Networking,65,Event Organizer AD
1200000,Wedding,Semarang,3.8,Kecil (10-50 orang),Classic,98,Event Organizer Q
1000000,Corporate Gathering,Makassar,1.3,Sedang (51-300 orang),Leadership,69,Event Organizer S
700000,Competition,Palembang,3.3,Sedang (51-300 orang),Achievement,40,Event Organizer Y
1200000,Wedding,Makassar,3.1,Kecil (10-50 orang),Romantic,88,Event Organizer AI
350000,Competition,Semarang,2.0,Kecil (10-50 orang),Performance,2,Event Organizer X
1200000,Party,Denpasar,4.5,Sedang (51-300 orang),Social,45,Event Organizer K
3600000,Wedding,Makassar,4.8,Besar (300+ orang),Romantic,55,Event Organizer AK
600000,Charity,Surabaya,2.4,Besar (300+ orang),Helping,13,Event Organizer X
750000,Seminar/Webinar,Surabaya,2.4,Besar (300+ orang),Learning,2,Event Organizer Q
400000,Charity,Semarang,4.8,Sedang (51-300 orang),Fundraising,44,Event Organizer R
1200000,Wedding,Denpasar,2.3,Kecil (10-50 orang),Intimate,44,Event Organizer V
3600000,Wedding,Balikpapan,1.8,Besar (300+ orang),Cultural,96,Event Organizer F
2400000,Festival,Yogyakarta,3.3,Besar (300+ orang),Tradition,52,Event Organizer U
400000,Team Building,Palembang,1.9,Kecil (10-50 orang),Teamwork,17,Event Organizer E
900000,Sport Event,Bandung,4.0,Besar (300+ orang),Endurance,61,Event Organizer L
900000,Sport Event,Makassar,2.1,Besar (300+ orang),Adventure,96,Event Organizer AK
1500000,Corporate Gathering,Jakarta,2.0,Besar (300+ orang),Team Building,60,Event Organizer AJ
2400000,Festival,Bandung,4.3,Besar (300+ orang),Culture,8,Event Organizer Y
400000,Team Building,Medan,2.7,Kecil (10-50 orang),Problem Solving,12,Event Organizer E
600000,Party,Palembang,3.0,Kecil (10-50 orang),Social,77,Event Organizer AB
400000,Charity,Yogyakarta,3.1,Sedang (51-300 orang),Support,98,Event Organizer H
3600000,Wedding,Medan,4.9,Besar (300+ orang),Romantic,94,Event Organizer L
2400000,Festival,Balikpapan,1.1,Besar (300+ orang),Arts,36,Event Organizer Y
1050000,Competition,Semarang,2.7,Besar (300+ orang),Achievement,84,Event Organizer AK
1050000,Competition,Semarang,2.4,Besar (300+ orang),Achievement,56,Event Organizer W
300000,Sport Event,Surabaya,1.5,Kecil (10-50 orang),Adventure,94,Event Organizer R
800000,Team Building,Jakarta,3.7,Sedang (51-300 orang),Teamwork,76,Event Organizer Z
750000,Seminar/Webinar,Denpasar,1.3,Besar (300+ orang),Professional,51,Event Organizer R
250000,Seminar/Webinar,Yogyakarta,4.6,Kecil (10-50 orang),Educational,6,Event Organizer E
2400000,Wedding,Semarang,4.8,Sedang (51-300 orang),Elegant,80,Event Organizer M
500000,Corporate Gathering,Jakarta,2.5,Kecil (10-50 orang),Strategy,12,Event Organizer S
1600000,Festival,Yogyakarta,1.6,Sedang (51-300 orang),Food,42,Event Organizer U
1200000,Team Building,Yogyakarta,2.2,Besar (300+ orang),Trust,34,Event Organizer B
800000,Festival,Palembang,4.1,Kecil (10-50 orang),Arts,45,Event Organizer AD
500000,Seminar/Webinar,Jakarta,1.4,Sedang (51-300 orang),Skill Development,92,Event Organizer AA
400000,Team Building,Denpasar,1.2,Kecil (10-50 orang),Teamwork,69,Event Organizer Z
500000,Seminar/Webinar,Semarang,2.0,Sedang (51-300 orang),Innovation,1,Event Organizer A
1000000,Corporate Gathering,Denpasar,2.2,Sedang (51-300 orang),Leadership,29,Event Organizer AI
1800000,Party,Medan,3.4,Besar (300+ orang),Music,77,Event Organizer V
400000,Team Building,Bandung,1.3,Kecil (10-50 orang),Collaboration,24,Event Organizer AB
700000,Competition,Palembang,2.6,Sedang (51-300 orang),Achievement,23,Event Organizer G
1050000,Competition,Surabaya,2.5,Besar (300+ orang),Talent,93,Event Organizer B
3600000,Wedding,Surabaya,3.5,Besar (300+ orang),Romantic,55,Event Organizer U
600000,Charity,Yogyakarta,1.9,Besar (300+ orang),Volunteering,73,Event Organizer A
2400000,Wedding,Denpasar,3.4,Sedang (51-300 orang),Modern,7,Event Organizer K
1050000,Competition,Jakarta,2.1,Besar (300+ orang),Achievement,29,Event Organizer N
2400000,Wedding,Yogyakarta,4.8,Sedang (51-300 orang),Intimate,80,Event Organizer M
400000,Charity,Balikpapan,2.7,Sedang (51-300 orang),Awareness,43,Event Organizer P
600000,Charity,Denpasar,2.7,Besar (300+ orang),Awareness,76,Event Organizer R
1600000,Festival,Medan,5.0,Sedang (51-300 orang),Music,51,Event Organizer AG
1200000,Team Building,Medan,2.2,Besar (300+ orang),Strategy,51,Event Organizer V
400000,Team Building,Bandung,1.4,Kecil (10-50 orang),Trust,21,Event Organizer R
500000,Seminar/Webinar,Makassar,5.0,Sedang (51-300 orang),Growth,23,Event Organizer Y
600000,Sport Event,Jakarta,3.6,Sedang (51-300 orang),Health,60,Event Organizer G
1000000,Corporate Gathering,Palembang,4.7,Sedang (51-300 orang),Leadership,30,Event Organizer L
800000,Festival,Denpasar,3.0,Kecil (10-50 orang),Tradition,90,Event Organizer M
1500000,Corporate Gathering,Yogyakarta,2.9,Besar (300+ orang),Collaboration,54,Event Organizer L
350000,Competition,Jakarta,4.1,Kecil (10-50 orang),Achievement,34,Event Organizer U
700000,Competition,Surabaya,4.0,Sedang (51-300 orang),Challenge,52,Event Organizer X
1200000,Team Building,Palembang,2.3,Besar (300+ orang),Teamwork,47,Event Organizer I
500000,Corporate Gathering,Surabaya,3.1,Kecil (10-50 orang),Leadership,15,Event Organizer E
900000,Sport Event,Semarang,4.9,Besar (300+ orang),Fitness,42,Event Organizer AH
500000,Seminar/Webinar,Medan,2.7,Sedang (51-300 orang),Learning,71,Event Organizer W
1600000,Festival,Makassar,2.0,Sedang (51-300 orang),Tradition,85,Event Organizer D
350000,Competition,Yogyakarta,4.1,Kecil (10-50 orang),Challenge,43,Event Organizer I
300000,Sport Event,Denpasar,4.0,Kecil (10-50 orang),Endurance,67,Event Organizer AN
600000,Charity,Makassar,3.5,Besar (300+ orang),Fundraising,82,Event Organizer M
3600000,Wedding,Makassar,2.0,Besar (300+ orang),Romantic,35,Event Organizer P
300000,Sport Event,Jakarta,4.3,Kecil (10-50 orang),Health,85,Event Organizer AE
400000,Charity,Yogyakarta,2.5,Sedang (51-300 orang),Community,55,Event Organizer P
1600000,Festival,Surabaya,3.1,Sedang (51-300 orang),Food,84,Event Organizer P
600000,Charity,Bandung,3.8,Besar (300+ orang),Awareness,68,Event Organizer X
1200000,Party,Jakarta,4.8,Sedang (51-300 orang),Social,62,Event Organizer A
900000,Sport Event,Medan,1.7,Besar (300+ orang),Teamwork,16,Event Organizer T
2400000,Festival,Denpasar,3.5,Besar (300+ orang),Music,66,Event Organizer E
900000,Sport Event,Bandung,4.8,Besar (300+ orang),Teamwork,65,Event Organizer N
400000,Team Building,Medan,3.1,Kecil (10-50 orang),Teamwork,29,Event Organizer AF
600000,Party,Bandung,1.2,Kecil (10-50 orang),Social,85,Event Organizer T
350000,Competition,Jakarta,1.3,Kecil (10-50 orang),Challenge,24,Event Organizer T
1200000,Party,Jakarta,4.9,Sedang (51-300 orang),Entertainment,16,Event Organizer G
600000,Party,Bandung,2.3,Kecil (10-50 orang),Celebration,20,Event Organizer G
1050000,Competition,Balikpapan,2.0,Besar (300+ orang),Achievement,40,Event Organizer F
2400000,Festival,Surabaya,4.0,Besar (300+ orang),Arts,1,Event Organizer X
1200000,Team Building,Balikpapan,1.6,Besar (300+ orang),Problem Solving,91,Event Organizer AI
2400000,Wedding,Medan,3.8,Sedang (51-300 orang),Modern,63,Event Organizer AK
500000,Seminar/Webinar,Palembang,4.6,Sedang (51-300 orang),Professional,12,Event Organizer M
400000,Team Building,Jakarta,1.2,Kecil (10-50 orang),Problem Solving,53,Event Organizer P
1050000,Competition,Semarang,4.9,Besar (300+ orang),Talent,13,Event Organizer AK
700000,Competition,Makassar,2.9,Sedang (51-300 orang),Sportsmanship,20,Event Organizer Y
1600000,Festival,Makassar,1.3,Sedang (51-300 orang),Community,41,Event Organizer I
1200000,Team Building,Bandung,4.6,Besar (300+ orang),Teamwork,64,Event Organizer J
3600000,Wedding,Denpasar,3.0,Besar (300+ orang),Modern,81,Event Organizer D
1800000,Party,Makassar,2.4,Besar (300+ orang),Celebration,74,Event Organizer X
1000000,Corporate Gathering,Medan,3.4,Sedang (51-300 orang),Collaboration,18,Event Organizer AL
1500000,Corporate Gathering,Jakarta,1.1,Besar (300+ orang),Strategy,36,Event Organizer V
600000,Sport Event,Medan,3.5,Sedang (51-300 orang),Teamwork,56,Event Organizer Z
800000,Festival,Medan,1.7,Kecil (10-50 orang),Arts,79,Event Organizer AB
600000,Charity,Jakarta,4.9,Besar (300+ orang),Helping,65,Event Organizer AJ
1800000,Party,Denpasar,1.0,Besar (300+ orang),Fun,57,Event Organizer X
350000,Competition,Makassar,4.1,Kecil (10-50 orang),Achievement,78,Event Organizer AL
800000,Festival,Yogyakarta,4.3,Kecil (10-50 orang),Arts,20,Event Organizer V
800000,Festival,Balikpapan,4.3,Kecil (10-50 orang),Food,14,Event Organizer H
